source_state,source_city,destination_state,destination_city,vehicle_type,charging_capacity_kW,distance_km,num_ev_stations_route,charger_power_kW,charging_capacity_kWh,charging_duration_hours,distance_per_station,charging_efficiency,energy_per_km
Tamil Nadu,Madurai,Tamil Nadu,Chennai,2W,100.0,133.0,40.0,100.0,60,0.6,3.2439024390243905,0.594059405940594,0.44776119402985076
Tamil Nadu,Vellore,Unknown,Kurnool,Bus,100.0,570.0,21.0,11.0,30,2.73,25.90909090909091,2.5,0.05253940455341506
Andhra Pradesh,Kurnool,Andhra Pradesh,Unknown,Bus,50.0,399.0,21.0,22.0,50,2.27,18.136363636363637,2.1739130434782608,0.125
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,4W,50.0,141.0,25.0,7.4,30,4.05,5.423076923076923,3.571428571428571,0.2112676056338028
Andhra Pradesh,Kurnool,Andhra Pradesh,Unknown,4W,22.0,526.0,7.0,50.0,75,1.5,65.75,1.4705882352941178,0.14231499051233396
Unknown,Chennai,Andhra Pradesh,Guntur,4W,3.3,348.0,44.0,3.3,20,6.06,7.733333333333333,4.651162790697675,0.05730659025787966
Tamil Nadu,Vellore,Unknown,Chennai,3W,100.0,114.0,25.0,11.0,50,4.55,4.384615384615385,4.166666666666667,0.43478260869565216
Tamil Nadu,Coimbatore,Tamil Nadu,Vellore,Bus,22.0,399.0,20.0,11.0,75,6.82,19.0,6.25,0.1875
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,2W,50.0,461.0,20.0,7.4,40,5.41,21.952380952380953,4.761904761904762,0.08658008658008658
Tamil Nadu,Chennai,Tamil Nadu,Vellore,3W,22.0,569.0,17.0,11.0,75,6.82,31.61111111111111,6.25,0.13157894736842105
Tamil Nadu,Chennai,Andhra Pradesh,Tirupati,2W,7.2,217.0,40.0,100.0,20,0.2,5.2926829268292686,0.19801980198019803,0.09174311926605505
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,2W,3.3,342.0,9.0,22.0,75,3.41,34.2,3.260869565217391,0.21865889212827988
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,4W,11.0,338.0,42.0,22.0,50,2.27,7.8604651162790695,2.1739130434782608,0.14749262536873156
Unknown,Tirupati,Andhra Pradesh,Vijayawada,4W,22.0,216.0,29.0,22.0,40,1.82,7.2,1.7391304347826086,0.18433179723502305
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,3W,22.0,276.0,35.0,22.0,50,2.27,7.666666666666667,2.1739130434782608,0.18050541516245489
Andhra Pradesh,Nellore,Andhra Pradesh,Kurnool,4W,150.0,523.0,4.0,22.0,20,0.91,104.6,0.8695652173913043,0.03816793893129771
Tamil Nadu,Vellore,Tamil Nadu,Unknown,3W,11.0,51.0,25.0,11.0,75,6.82,1.9615384615384615,6.25,1.4423076923076923
Andhra Pradesh,Nellore,Andhra Pradesh,Kurnool,Bus,3.3,483.0,5.0,50.0,75,1.5,80.5,1.4705882352941178,0.15495867768595042
Unknown,Vijayawada,Unknown,Salem,3W,50.0,446.0,36.0,50.0,30,0.6,12.054054054054054,0.5882352941176471,0.06711409395973154
Unknown,Vellore,Andhra Pradesh,Kurnool,3W,150.0,191.0,31.0,3.3,20,6.06,5.96875,4.651162790697675,0.10416666666666667
Andhra Pradesh,Guntur,Andhra Pradesh,Nellore,Bus,7.2,292.0,13.0,7.4,40,5.41,20.857142857142858,4.761904761904762,0.13651877133105803
Tamil Nadu,Madurai,Tamil Nadu,Salem,Bus,150.0,590.0,25.0,7.4,60,8.11,22.692307692307693,7.142857142857142,0.10152284263959391
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,3W,22.0,336.0,29.0,100.0,30,0.3,11.2,0.297029702970297,0.08902077151335312
Andhra Pradesh,Guntur,Andhra Pradesh,Unknown,Bus,11.0,188.0,18.0,22.0,75,3.41,9.894736842105264,3.260869565217391,0.3968253968253968
Andhra Pradesh,Vijayawada,Andhra Pradesh,Vijayawada,3W,100.0,412.0,9.0,50.0,75,1.5,41.2,1.4705882352941178,0.18159806295399517
Tamil Nadu,Madurai,Tamil Nadu,Madurai,4W,3.3,80.0,48.0,22.0,20,0.91,1.6326530612244898,0.8695652173913043,0.24691358024691357
Andhra Pradesh,Tirupati,Tamil Nadu,Salem,2W,11.0,540.0,25.0,100.0,75,0.75,20.76923076923077,0.7425742574257426,0.13863216266173753
Tamil Nadu,Chennai,Tamil Nadu,Chennai,3W,3.3,320.0,15.0,100.0,20,0.2,20.0,0.19801980198019803,0.06230529595015576
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,2W,7.2,237.0,9.0,3.3,30,9.09,23.7,6.976744186046512,0.12605042016806722
Tamil Nadu,Coimbatore,Tamil Nadu,Chennai,2W,22.0,565.0,29.0,3.3,20,6.06,18.833333333333332,4.651162790697675,0.0353356890459364
Tamil Nadu,Salem,Tamil Nadu,Coimbatore,Bus,50.0,141.0,41.0,3.3,40,12.12,3.357142857142857,9.30232558139535,0.28169014084507044
Tamil Nadu,Coimbatore,Andhra Pradesh,Nellore,2W,11.0,104.0,48.0,22.0,40,1.82,2.122448979591837,1.7391304347826086,0.38095238095238093
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,2W,7.2,214.0,27.0,50.0,30,0.6,7.642857142857143,0.5882352941176471,0.13953488372093023
Tamil Nadu,Vellore,Unknown,Vijayawada,4W,100.0,286.0,28.0,22.0,20,0.91,9.862068965517242,0.8695652173913043,0.06968641114982578
Andhra Pradesh,Vijayawada,Unknown,Kurnool,4W,150.0,85.0,19.0,3.3,50,15.15,4.25,11.627906976744187,0.5813953488372093
Andhra Pradesh,Tirupati,Tamil Nadu,Madurai,2W,100.0,94.0,34.0,11.0,20,1.82,2.6857142857142855,1.6666666666666667,0.21052631578947367
Andhra Pradesh,Nellore,Andhra Pradesh,Vijayawada,4W,150.0,10.0,23.0,3.3,20,6.06,0.4166666666666667,4.651162790697675,1.8181818181818181
Andhra Pradesh,Nellore,Tamil Nadu,Coimbatore,3W,50.0,589.0,18.0,22.0,30,1.36,31.0,1.3043478260869565,0.05084745762711865
Tamil Nadu,Madurai,Tamil Nadu,Unknown,4W,11.0,103.0,36.0,7.4,75,10.14,2.7837837837837838,8.928571428571429,0.7211538461538461
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,Unknown,22.0,178.0,8.0,100.0,75,0.75,19.77777777777778,0.7425742574257426,0.41899441340782123
Tamil Nadu,Chennai,Unknown,Tirupati,3W,100.0,530.0,26.0,22.0,60,2.73,19.62962962962963,2.608695652173913,0.11299435028248588
Tamil Nadu,Salem,Andhra Pradesh,Guntur,3W,7.2,550.0,11.0,3.3,75,22.73,45.833333333333336,17.441860465116278,0.13611615245009073
Unknown,Salem,Tamil Nadu,Coimbatore,Unknown,100.0,466.0,40.0,11.0,40,3.64,11.365853658536585,3.3333333333333335,0.08565310492505353
Andhra Pradesh,Nellore,Andhra Pradesh,Vijayawada,3W,150.0,31.0,18.0,7.4,30,4.05,1.631578947368421,3.571428571428571,0.9375
Andhra Pradesh,Guntur,Tamil Nadu,Salem,3W,22.0,287.0,11.0,100.0,40,0.4,23.916666666666668,0.39603960396039606,0.1388888888888889
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,4W,3.3,450.0,34.0,50.0,20,0.4,12.857142857142858,0.39215686274509803,0.04434589800443459
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,3W,22.0,304.0,11.0,11.0,40,3.64,25.333333333333332,3.3333333333333335,0.13114754098360656
Tamil Nadu,Coimbatore,Andhra Pradesh,Nellore,2W,3.3,496.0,11.0,3.3,60,18.18,41.333333333333336,13.953488372093023,0.12072434607645875
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,2W,22.0,245.0,2.0,22.0,40,1.82,81.66666666666667,1.7391304347826086,0.16260162601626016
Tamil Nadu,Madurai,Tamil Nadu,Vellore,2W,50.0,229.0,33.0,3.3,75,22.73,6.735294117647059,17.441860465116278,0.32608695652173914
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,Unknown,11.0,340.0,45.0,7.4,20,2.7,7.391304347826087,2.380952380952381,0.05865102639296188
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,3W,50.0,227.0,41.0,11.0,20,1.82,5.404761904761905,1.6666666666666667,0.08771929824561403
Tamil Nadu,Madurai,Tamil Nadu,Chennai,Unknown,150.0,378.0,13.0,11.0,60,5.45,27.0,5.0,0.158311345646438
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,Bus,11.0,465.0,25.0,11.0,50,4.55,17.884615384615383,4.166666666666667,0.1072961373390558
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,3W,100.0,545.0,49.0,100.0,60,0.6,10.9,0.594059405940594,0.10989010989010989
Tamil Nadu,Madurai,Tamil Nadu,Vellore,4W,22.0,518.0,4.0,22.0,60,2.73,103.6,2.608695652173913,0.11560693641618497
Andhra Pradesh,Tirupati,Tamil Nadu,Salem,2W,22.0,41.0,7.0,3.3,50,15.15,5.125,11.627906976744187,1.1904761904761905
Tamil Nadu,Coimbatore,Andhra Pradesh,Guntur,4W,50.0,305.0,42.0,22.0,20,0.91,7.093023255813954,0.8695652173913043,0.06535947712418301
Tamil Nadu,Coimbatore,Tamil Nadu,Chennai,3W,3.3,103.0,25.0,3.3,50,15.15,3.9615384615384617,11.627906976744187,0.4807692307692308
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,Bus,22.0,513.0,47.0,7.4,60,8.11,10.6875,7.142857142857142,0.11673151750972763
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,2W,150.0,17.0,12.0,11.0,60,5.45,1.3076923076923077,5.0,3.3333333333333335
Tamil Nadu,Coimbatore,Tamil Nadu,Vellore,2W,100.0,558.0,33.0,22.0,60,2.73,16.41176470588235,2.608695652173913,0.1073345259391771
Andhra Pradesh,Tirupati,Tamil Nadu,Chennai,3W,100.0,376.0,31.0,50.0,75,1.5,11.75,1.4705882352941178,0.1989389920424403
Tamil Nadu,Madurai,Tamil Nadu,Vellore,3W,150.0,77.0,30.0,100.0,40,0.4,2.4838709677419355,0.39603960396039606,0.5128205128205128
Tamil Nadu,Chennai,Andhra Pradesh,Kurnool,3W,100.0,288.0,48.0,11.0,50,4.55,5.877551020408164,4.166666666666667,0.17301038062283736
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Bus,22.0,367.0,13.0,7.4,60,8.11,26.214285714285715,7.142857142857142,0.16304347826086957
Andhra Pradesh,Kurnool,Andhra Pradesh,Unknown,2W,7.2,368.0,26.0,100.0,20,0.2,13.62962962962963,0.19801980198019803,0.05420054200542006
Andhra Pradesh,Tirupati,Tamil Nadu,Coimbatore,3W,22.0,307.0,20.0,7.4,30,4.05,14.619047619047619,3.571428571428571,0.09740259740259741
Andhra Pradesh,Kurnool,Tamil Nadu,Unknown,2W,7.2,546.0,41.0,100.0,30,0.3,13.0,0.297029702970297,0.054844606946983544
Andhra Pradesh,Kurnool,Andhra Pradesh,Nellore,3W,3.3,92.0,10.0,3.3,50,15.15,8.363636363636363,11.627906976744187,0.5376344086021505
Andhra Pradesh,Vijayawada,Andhra Pradesh,Vijayawada,4W,100.0,391.0,36.0,11.0,30,2.73,10.567567567567568,2.5,0.07653061224489796
Tamil Nadu,Salem,Andhra Pradesh,Nellore,2W,50.0,168.0,45.0,100.0,50,0.5,3.652173913043478,0.49504950495049505,0.2958579881656805
Tamil Nadu,Vellore,Andhra Pradesh,Vijayawada,3W,11.0,251.0,37.0,3.3,30,9.09,6.605263157894737,6.976744186046512,0.11904761904761904
Tamil Nadu,Vellore,Tamil Nadu,Chennai,4W,150.0,242.0,25.0,50.0,75,1.5,9.307692307692308,1.4705882352941178,0.30864197530864196
Tamil Nadu,Madurai,Tamil Nadu,Coimbatore,2W,3.3,96.0,7.0,50.0,60,1.2,12.0,1.1764705882352942,0.6185567010309279
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,4W,22.0,230.0,29.0,3.3,75,22.73,7.666666666666667,17.441860465116278,0.3246753246753247
Andhra Pradesh,Vijayawada,Andhra Pradesh,Nellore,3W,22.0,512.0,32.0,3.3,30,9.09,15.515151515151516,6.976744186046512,0.05847953216374269
Andhra Pradesh,Tirupati,Tamil Nadu,Madurai,4W,3.3,202.0,46.0,11.0,20,1.82,4.297872340425532,1.6666666666666667,0.09852216748768473
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,2W,3.3,552.0,36.0,11.0,50,4.55,14.91891891891892,4.166666666666667,0.09041591320072333
Andhra Pradesh,Unknown,Andhra Pradesh,Tirupati,4W,150.0,378.0,21.0,3.3,40,12.12,17.181818181818183,9.30232558139535,0.10554089709762533
Andhra Pradesh,Unknown,Unknown,Vellore,3W,22.0,120.0,46.0,11.0,20,1.82,2.5531914893617023,1.6666666666666667,0.1652892561983471
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,4W,100.0,75.0,16.0,7.4,40,5.41,4.411764705882353,4.761904761904762,0.5263157894736842
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,Bus,22.0,421.0,16.0,100.0,75,0.75,24.764705882352942,0.7425742574257426,0.17772511848341233
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,3W,3.3,279.0,11.0,11.0,50,4.55,23.25,4.166666666666667,0.17857142857142858
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,4W,100.0,162.0,30.0,11.0,50,4.55,5.225806451612903,4.166666666666667,0.3067484662576687
Andhra Pradesh,Unknown,Tamil Nadu,Madurai,3W,3.3,408.0,32.0,50.0,40,0.8,12.363636363636363,0.7843137254901961,0.097799511002445
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,2W,11.0,354.0,18.0,11.0,20,1.82,18.63157894736842,1.6666666666666667,0.056338028169014086
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,3W,100.0,282.0,29.0,11.0,30,2.73,9.4,2.5,0.10600706713780919
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,Bus,50.0,308.0,12.0,11.0,40,3.64,23.692307692307693,3.3333333333333335,0.12944983818770225
Tamil Nadu,Salem,Tamil Nadu,Vellore,Bus,3.3,369.0,32.0,100.0,50,0.5,11.181818181818182,0.49504950495049505,0.13513513513513514
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,4W,22.0,483.0,10.0,7.4,20,2.7,43.90909090909091,2.380952380952381,0.04132231404958678
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,2W,22.0,30.0,47.0,100.0,50,0.5,0.625,0.49504950495049505,1.6129032258064515
Andhra Pradesh,Tirupati,Andhra Pradesh,Kurnool,3W,50.0,82.0,27.0,3.3,30,9.09,2.9285714285714284,6.976744186046512,0.3614457831325301
Tamil Nadu,Salem,Tamil Nadu,Unknown,3W,11.0,280.0,44.0,100.0,60,0.6,6.222222222222222,0.594059405940594,0.21352313167259787
Tamil Nadu,Chennai,Andhra Pradesh,Kurnool,Bus,11.0,39.0,26.0,11.0,40,3.64,1.4444444444444444,3.3333333333333335,1.0
Andhra Pradesh,Nellore,Unknown,Vijayawada,4W,50.0,391.0,24.0,3.3,50,15.15,15.64,11.627906976744187,0.12755102040816327
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,3W,11.0,132.0,38.0,100.0,20,0.2,3.3846153846153846,0.19801980198019803,0.15037593984962405
Andhra Pradesh,Unknown,Andhra Pradesh,Guntur,4W,150.0,66.0,25.0,7.4,40,5.41,2.5384615384615383,4.761904761904762,0.5970149253731343
Unknown,Vijayawada,Andhra Pradesh,Nellore,4W,22.0,465.0,21.0,100.0,50,0.5,21.136363636363637,0.49504950495049505,0.1072961373390558
Andhra Pradesh,Vijayawada,Tamil Nadu,Unknown,Bus,7.2,532.0,10.0,50.0,60,1.2,48.36363636363637,1.1764705882352942,0.1125703564727955
Tamil Nadu,Madurai,Andhra Pradesh,Vijayawada,4W,7.2,302.0,28.0,50.0,50,1.0,10.413793103448276,0.9803921568627451,0.16501650165016502
Tamil Nadu,Coimbatore,Tamil Nadu,Vellore,4W,22.0,302.0,21.0,100.0,20,0.2,13.727272727272727,0.19801980198019803,0.066006600660066
Andhra Pradesh,Tirupati,Tamil Nadu,Madurai,Bus,150.0,293.0,35.0,50.0,50,1.0,8.13888888888889,0.9803921568627451,0.17006802721088435
Tamil Nadu,Chennai,Tamil Nadu,Salem,Bus,50.0,306.0,3.0,22.0,30,1.36,76.5,1.3043478260869565,0.09771986970684039
Tamil Nadu,Coimbatore,Tamil Nadu,Chennai,4W,3.3,546.0,48.0,11.0,75,6.82,11.142857142857142,6.25,0.13711151736745886
Andhra Pradesh,Guntur,Tamil Nadu,Coimbatore,2W,22.0,496.0,27.0,50.0,40,0.8,17.714285714285715,0.7843137254901961,0.08048289738430583
Tamil Nadu,Unknown,Andhra Pradesh,Guntur,Bus,50.0,313.0,32.0,7.4,60,8.11,9.484848484848484,7.142857142857142,0.1910828025477707
Tamil Nadu,Madurai,Andhra Pradesh,Vijayawada,Bus,150.0,218.0,25.0,7.4,75,10.14,8.384615384615385,8.928571428571429,0.3424657534246575
Andhra Pradesh,Tirupati,Tamil Nadu,Coimbatore,4W,100.0,284.0,31.0,50.0,75,1.5,8.875,1.4705882352941178,0.2631578947368421
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,Bus,3.3,25.0,30.0,100.0,60,0.6,0.8064516129032258,0.594059405940594,2.3076923076923075
Andhra Pradesh,Unknown,Tamil Nadu,Salem,4W,100.0,316.0,18.0,7.4,30,4.05,16.63157894736842,3.571428571428571,0.0946372239747634
Andhra Pradesh,Kurnool,Unknown,Unknown,Bus,22.0,82.0,42.0,100.0,20,0.2,1.9069767441860466,0.19801980198019803,0.24096385542168675
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,3W,11.0,409.0,14.0,100.0,40,0.4,27.266666666666666,0.39603960396039606,0.0975609756097561
Tamil Nadu,Chennai,Tamil Nadu,Salem,4W,7.2,275.0,11.0,11.0,50,4.55,22.916666666666668,4.166666666666667,0.18115942028985507
Unknown,Vijayawada,Tamil Nadu,Vellore,3W,22.0,227.0,38.0,7.4,30,4.05,5.82051282051282,3.571428571428571,0.13157894736842105
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,2W,150.0,416.0,13.0,50.0,75,1.5,29.714285714285715,1.4705882352941178,0.17985611510791366
Andhra Pradesh,Vijayawada,Andhra Pradesh,Unknown,2W,3.3,470.0,15.0,50.0,20,0.4,29.375,0.39215686274509803,0.04246284501061571
Tamil Nadu,Salem,Andhra Pradesh,Guntur,Bus,100.0,304.0,8.0,100.0,30,0.3,33.77777777777778,0.297029702970297,0.09836065573770492
Andhra Pradesh,Guntur,Andhra Pradesh,Vijayawada,Bus,22.0,78.0,33.0,50.0,40,0.8,2.2941176470588234,0.7843137254901961,0.5063291139240507
Unknown,Chennai,Andhra Pradesh,Vijayawada,4W,50.0,24.0,42.0,22.0,75,3.41,0.5581395348837209,3.260869565217391,3.0
Tamil Nadu,Unknown,Tamil Nadu,Madurai,2W,100.0,206.0,24.0,50.0,30,0.6,8.24,0.5882352941176471,0.14492753623188406
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,2W,7.2,162.0,25.0,100.0,75,0.75,6.230769230769231,0.7425742574257426,0.4601226993865031
Tamil Nadu,Coimbatore,Tamil Nadu,Chennai,4W,50.0,239.0,37.0,100.0,50,0.5,6.2894736842105265,0.49504950495049505,0.20833333333333334
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,4W,11.0,11.0,22.0,7.4,75,10.14,0.4782608695652174,8.928571428571429,6.25
Tamil Nadu,Salem,Tamil Nadu,Chennai,Bus,100.0,528.0,15.0,100.0,60,0.6,33.0,0.594059405940594,0.11342155009451796
Tamil Nadu,Coimbatore,Tamil Nadu,Madurai,2W,150.0,393.0,4.0,11.0,75,6.82,78.6,6.25,0.19035532994923857
Andhra Pradesh,Tirupati,Tamil Nadu,Chennai,3W,11.0,83.0,33.0,7.4,30,4.05,2.4411764705882355,3.571428571428571,0.35714285714285715
Andhra Pradesh,Kurnool,Tamil Nadu,Salem,3W,100.0,153.0,9.0,100.0,60,0.6,15.3,0.594059405940594,0.38961038961038963
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,4W,150.0,72.0,48.0,11.0,75,6.82,1.469387755102041,6.25,1.0273972602739727
Tamil Nadu,Chennai,Tamil Nadu,Chennai,Bus,50.0,327.0,4.0,7.4,30,4.05,65.4,3.571428571428571,0.09146341463414634
Andhra Pradesh,Tirupati,Tamil Nadu,Salem,3W,3.3,304.0,9.0,7.4,40,5.41,30.4,4.761904761904762,0.13114754098360656
Tamil Nadu,Chennai,Tamil Nadu,Chennai,Bus,50.0,582.0,41.0,22.0,30,1.36,13.857142857142858,1.3043478260869565,0.051457975986277875
Tamil Nadu,Chennai,Andhra Pradesh,Kurnool,Bus,22.0,414.0,15.0,50.0,20,0.4,25.875,0.39215686274509803,0.04819277108433735
Andhra Pradesh,Tirupati,Tamil Nadu,Salem,Bus,11.0,394.0,30.0,3.3,50,15.15,12.709677419354838,11.627906976744187,0.12658227848101267
Andhra Pradesh,Unknown,Tamil Nadu,Madurai,3W,50.0,269.0,25.0,7.4,75,10.14,10.346153846153847,8.928571428571429,0.2777777777777778
Tamil Nadu,Vellore,Unknown,Salem,Bus,22.0,438.0,8.0,22.0,50,2.27,48.666666666666664,2.1739130434782608,0.11389521640091116
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,4W,3.3,434.0,5.0,7.4,40,5.41,72.33333333333333,4.761904761904762,0.09195402298850575
Tamil Nadu,Vellore,Tamil Nadu,Madurai,Bus,50.0,232.0,29.0,50.0,75,1.5,7.733333333333333,1.4705882352941178,0.3218884120171674
Unknown,Nellore,Tamil Nadu,Vellore,2W,50.0,546.0,39.0,100.0,75,0.75,13.65,0.7425742574257426,0.13711151736745886
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,Bus,22.0,13.0,41.0,100.0,40,0.4,0.30952380952380953,0.39603960396039606,2.857142857142857
Tamil Nadu,Madurai,Tamil Nadu,Vellore,4W,22.0,42.0,22.0,3.3,20,6.06,1.826086956521739,4.651162790697675,0.46511627906976744
Andhra Pradesh,Kurnool,Unknown,Tirupati,4W,22.0,253.0,9.0,7.4,20,2.7,25.3,2.380952380952381,0.07874015748031496
Tamil Nadu,Vellore,Tamil Nadu,Vellore,4W,100.0,522.0,20.0,50.0,50,1.0,24.857142857142858,0.9803921568627451,0.09560229445506692
Unknown,Guntur,Tamil Nadu,Coimbatore,4W,150.0,319.0,41.0,7.4,40,5.41,7.595238095238095,4.761904761904762,0.125
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,4W,3.3,34.0,17.0,22.0,50,2.27,1.8888888888888888,2.1739130434782608,1.4285714285714286
Tamil Nadu,Vellore,Andhra Pradesh,Vijayawada,2W,50.0,64.0,23.0,22.0,50,2.27,2.6666666666666665,2.1739130434782608,0.7692307692307693
Andhra Pradesh,Vijayawada,Tamil Nadu,Chennai,2W,50.0,121.0,7.0,7.4,20,2.7,15.125,2.380952380952381,0.16393442622950818
Tamil Nadu,Coimbatore,Tamil Nadu,Chennai,Bus,22.0,138.0,1.0,50.0,60,1.2,69.0,1.1764705882352942,0.4316546762589928
Andhra Pradesh,Unknown,Andhra Pradesh,Tirupati,2W,50.0,114.0,18.0,7.4,20,2.7,6.0,2.380952380952381,0.17391304347826086
Tamil Nadu,Chennai,Tamil Nadu,Chennai,4W,50.0,367.0,35.0,22.0,40,1.82,10.194444444444445,1.7391304347826086,0.10869565217391304
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,Bus,3.3,103.0,4.0,7.4,40,5.41,20.6,4.761904761904762,0.38461538461538464
Andhra Pradesh,Guntur,Andhra Pradesh,Vijayawada,4W,22.0,551.0,1.0,100.0,50,0.5,275.5,0.49504950495049505,0.09057971014492754
Tamil Nadu,Salem,Andhra Pradesh,Tirupati,3W,7.2,143.0,21.0,3.3,50,15.15,6.5,11.627906976744187,0.3472222222222222
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,4W,50.0,197.0,28.0,100.0,50,0.5,6.793103448275862,0.49504950495049505,0.25252525252525254
Tamil Nadu,Chennai,Andhra Pradesh,Tirupati,3W,7.2,45.0,35.0,7.4,60,8.11,1.25,7.142857142857142,1.3043478260869565
Andhra Pradesh,Guntur,Andhra Pradesh,Kurnool,Bus,22.0,240.0,27.0,3.3,75,22.73,8.571428571428571,17.441860465116278,0.3112033195020747
Tamil Nadu,Vellore,Andhra Pradesh,Kurnool,Bus,11.0,583.0,2.0,11.0,50,4.55,194.33333333333334,4.166666666666667,0.08561643835616438
Tamil Nadu,Salem,Tamil Nadu,Salem,3W,3.3,455.0,29.0,7.4,60,8.11,15.166666666666666,7.142857142857142,0.13157894736842105
Tamil Nadu,Vellore,Tamil Nadu,Madurai,4W,150.0,298.0,17.0,7.4,60,8.11,16.555555555555557,7.142857142857142,0.20066889632107024
Tamil Nadu,Salem,Tamil Nadu,Chennai,3W,11.0,27.0,23.0,50.0,50,1.0,1.125,0.9803921568627451,1.7857142857142858
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,Bus,7.2,520.0,20.0,11.0,20,1.82,24.761904761904763,1.6666666666666667,0.03838771593090211
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,Bus,22.0,111.0,45.0,22.0,75,3.41,2.4130434782608696,3.260869565217391,0.6696428571428571
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,4W,50.0,176.0,12.0,7.4,75,10.14,13.538461538461538,8.928571428571429,0.423728813559322
Tamil Nadu,Salem,Andhra Pradesh,Unknown,Unknown,22.0,141.0,8.0,3.3,75,22.73,15.666666666666666,17.441860465116278,0.528169014084507
Tamil Nadu,Chennai,Tamil Nadu,Salem,4W,11.0,61.0,34.0,7.4,50,6.76,1.7428571428571429,5.9523809523809526,0.8064516129032258
Tamil Nadu,Vellore,Andhra Pradesh,Nellore,Bus,22.0,368.0,6.0,11.0,75,6.82,52.57142857142857,6.25,0.2032520325203252
Tamil Nadu,Coimbatore,Tamil Nadu,Vellore,Bus,50.0,277.0,42.0,50.0,40,0.8,6.441860465116279,0.7843137254901961,0.14388489208633093
Unknown,Salem,Andhra Pradesh,Kurnool,2W,11.0,518.0,27.0,22.0,20,0.91,18.5,0.8695652173913043,0.038535645472061654
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,2W,100.0,269.0,17.0,11.0,30,2.73,14.944444444444445,2.5,0.1111111111111111
Unknown,Salem,Andhra Pradesh,Nellore,Unknown,11.0,186.0,40.0,22.0,50,2.27,4.536585365853658,2.1739130434782608,0.26737967914438504
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,4W,150.0,44.0,48.0,100.0,20,0.2,0.8979591836734694,0.19801980198019803,0.4444444444444444
Tamil Nadu,Chennai,Andhra Pradesh,Kurnool,4W,50.0,126.0,42.0,100.0,30,0.3,2.9302325581395348,0.297029702970297,0.23622047244094488
Tamil Nadu,Salem,Tamil Nadu,Chennai,2W,3.3,590.0,39.0,22.0,20,0.91,14.75,0.8695652173913043,0.0338409475465313
Unknown,Madurai,Andhra Pradesh,Guntur,4W,7.2,405.0,16.0,3.3,50,15.15,23.823529411764707,11.627906976744187,0.12315270935960591
Andhra Pradesh,Vijayawada,Tamil Nadu,Chennai,2W,150.0,238.0,31.0,7.4,30,4.05,7.4375,3.571428571428571,0.12552301255230125
Andhra Pradesh,Nellore,Andhra Pradesh,Vijayawada,4W,3.3,229.0,18.0,3.3,50,15.15,12.052631578947368,11.627906976744187,0.21739130434782608
