source_city,destination_city,charging_capacity_kW,distance_km,num_ev_stations_route,charger_power_kW,charging_capacity_kWh,charging_duration_hours,charging_demand,station_density,high_load_route,vehicle_type_3W,vehicle_type_4W,vehicle_type_Bus,charger_type_Slow,charger_type_Ultra-Fast,source_state_Tamil Nadu,destination_state_Tamil Nadu
Coimbatore,Coimbatore,150.0,15.0,23.0,3.3,60,18.18,3.3003300330033003,1.5333333333333334,0,False,False,False,True,False,True,True
Chennai,Salem,100.0,369.0,28.0,11.0,40,3.64,10.989010989010989,0.07588075880758807,0,False,False,True,False,False,True,True
Tirupati,Kurnool,3.3,512.0,35.0,22.0,50,2.27,22.026431718061673,0.068359375,1,True,False,False,False,False,False,False
Kurnool,Tirupati,150.0,237.0,20.0,50.0,40,0.8,50.0,0.08438818565400844,1,False,True,False,False,True,False,False
Coimbatore,Salem,3.3,122.0,37.0,100.0,50,0.5,100.0,0.30327868852459017,1,True,False,False,False,True,True,True
Vijayawada,Nellore,50.0,304.0,37.0,11.0,40,3.64,10.989010989010989,0.12171052631578948,0,False,True,False,False,False,False,False
Coimbatore,Chennai,100.0,592.0,4.0,7.4,40,5.41,7.393715341959334,0.006756756756756757,0,False,False,True,True,False,True,True
Guntur,Guntur,7.2,32.0,26.0,22.0,75,3.41,21.994134897360702,0.8125,1,False,True,False,False,False,False,False
Nellore,Tirupati,50.0,545.0,10.0,100.0,30,0.3,100.0,0.01834862385321101,1,False,True,False,False,True,False,False
Kurnool,Salem,22.0,304.0,48.0,100.0,30,0.3,100.0,0.15789473684210525,1,True,False,False,False,True,False,True
Salem,Guntur,7.2,515.0,41.0,7.4,40,5.41,7.393715341959334,0.07961165048543689,0,False,False,False,True,False,True,False
Vellore,Madurai,100.0,259.0,40.0,100.0,20,0.2,100.0,0.15444015444015444,1,True,False,False,False,True,True,True
Salem,Chennai,100.0,335.0,34.0,7.4,40,5.41,7.393715341959334,0.10149253731343283,0,False,False,False,True,False,True,True
Coimbatore,Guntur,22.0,580.0,24.0,50.0,60,1.2,50.0,0.041379310344827586,1,False,True,False,False,True,True,False
Guntur,Coimbatore,100.0,163.0,17.0,50.0,75,1.5,50.0,0.10429447852760736,1,False,False,False,False,True,False,True
Coimbatore,Salem,22.0,127.0,48.0,11.0,60,5.45,11.009174311926605,0.3779527559055118,0,True,False,False,False,False,True,True
Madurai,Madurai,3.3,304.0,18.0,50.0,50,1.0,50.0,0.05921052631578947,1,True,False,False,False,True,True,True
Coimbatore,Chennai,11.0,152.0,31.0,7.4,75,10.14,7.396449704142012,0.20394736842105263,0,False,False,False,True,False,False,True
Coimbatore,Chennai,150.0,229.0,12.0,50.0,60,1.2,50.0,0.05240174672489083,1,False,False,False,False,True,True,True
Kurnool,Kurnool,11.0,469.0,37.0,50.0,20,0.4,50.0,0.07889125799573561,1,False,False,True,False,True,False,False
Chennai,Tirupati,22.0,13.0,29.0,7.4,20,2.7,7.4074074074074066,2.230769230769231,0,True,False,False,True,False,True,False
Nellore,Tirupati,22.0,269.0,25.0,7.4,40,5.41,7.393715341959334,0.09293680297397769,0,False,False,True,True,False,False,False
Nellore,Vellore,3.3,304.0,33.0,50.0,75,1.5,50.0,0.10855263157894737,1,True,False,False,False,True,False,True
Salem,Guntur,150.0,112.0,24.0,50.0,50,1.0,50.0,0.21428571428571427,1,True,False,False,False,True,True,False
Guntur,Nellore,11.0,197.0,23.0,11.0,75,6.82,10.997067448680351,0.116751269035533,0,False,True,False,False,False,False,False
Nellore,Guntur,7.2,304.0,17.0,3.3,50,15.15,3.3003300330033003,0.05592105263157895,0,True,False,False,True,False,False,False
Coimbatore,Chennai,22.0,212.0,17.0,11.0,30,2.73,10.989010989010989,0.08018867924528301,0,False,False,False,False,False,False,True
Coimbatore,Salem,150.0,291.0,28.0,100.0,20,0.2,100.0,0.09621993127147767,1,True,False,False,False,True,False,True
Salem,Vellore,3.3,380.0,26.0,7.4,40,5.41,7.393715341959334,0.06842105263157895,0,False,True,False,True,False,True,True
Salem,Vijayawada,3.3,262.0,22.0,7.4,30,4.05,7.407407407407407,0.08396946564885496,0,False,True,False,True,False,True,False
Salem,Coimbatore,100.0,423.0,10.0,22.0,60,2.73,21.978021978021978,0.02364066193853428,1,False,False,True,False,False,True,True
Coimbatore,Chennai,7.2,267.0,3.0,7.4,50,6.76,7.396449704142012,0.011235955056179775,0,False,False,False,True,False,True,True
Madurai,Coimbatore,50.0,295.0,41.0,3.3,30,9.09,3.3003300330033003,0.13898305084745763,0,False,False,True,True,False,True,True
Madurai,Vijayawada,150.0,48.0,43.0,7.4,20,2.7,7.4074074074074066,0.8958333333333334,0,False,False,False,True,False,True,False
Vijayawada,Guntur,11.0,143.0,15.0,3.3,20,6.06,3.3003300330033007,0.1048951048951049,0,False,False,True,True,False,False,False
Kurnool,Vijayawada,22.0,508.0,18.0,50.0,50,1.0,50.0,0.03543307086614173,1,True,False,False,False,True,False,False
Madurai,Vellore,100.0,323.0,47.0,100.0,60,0.6,100.0,0.14551083591331268,1,False,False,True,False,True,True,True
Chennai,Madurai,150.0,126.0,11.0,7.4,50,6.76,7.396449704142012,0.0873015873015873,0,False,True,False,True,False,True,True
Coimbatore,Guntur,22.0,564.0,9.0,100.0,30,0.3,100.0,0.015957446808510637,1,False,False,True,False,True,True,False
Coimbatore,Madurai,50.0,169.0,49.0,11.0,40,3.64,10.989010989010989,0.28994082840236685,0,False,True,False,False,False,False,True
Coimbatore,Madurai,22.0,176.0,16.0,22.0,75,3.41,21.994134897360702,0.09090909090909091,1,True,False,False,False,False,True,True
Guntur,Salem,7.2,594.0,22.0,22.0,30,1.36,22.058823529411764,0.037037037037037035,1,False,False,False,False,False,False,True
Madurai,Vellore,50.0,304.0,45.0,3.3,30,9.09,3.3003300330033003,0.14802631578947367,0,False,False,True,True,False,True,True
Tirupati,Coimbatore,11.0,553.0,49.0,7.4,60,8.11,7.398273736128237,0.08860759493670886,0,True,False,False,True,False,False,True
Madurai,Madurai,22.0,189.0,34.0,3.3,40,12.12,3.3003300330033007,0.17989417989417988,0,False,False,True,True,False,True,True
Coimbatore,Salem,50.0,43.0,20.0,100.0,20,0.2,100.0,0.46511627906976744,1,True,False,False,False,True,False,True
Coimbatore,Salem,22.0,508.0,35.0,11.0,30,2.73,10.989010989010989,0.0688976377952756,0,True,False,False,False,False,True,True
Nellore,Nellore,11.0,411.0,30.0,50.0,50,1.0,50.0,0.072992700729927,1,False,True,False,False,True,False,False
Tirupati,Tirupati,7.2,180.0,1.0,50.0,40,0.8,50.0,0.005555555555555556,1,True,False,False,False,True,False,False
Salem,Tirupati,100.0,294.0,9.0,100.0,20,0.2,100.0,0.030612244897959183,1,False,False,False,False,True,True,False
Kurnool,Salem,3.3,255.0,37.0,11.0,20,1.82,10.989010989010989,0.1450980392156863,0,False,False,True,False,False,False,True
Salem,Nellore,7.2,260.0,31.0,3.3,30,9.09,3.3003300330033003,0.11923076923076924,0,False,True,False,True,False,True,False
Chennai,Tirupati,150.0,304.0,43.0,11.0,20,1.82,10.989010989010989,0.14144736842105263,0,True,False,False,False,False,True,True
Vijayawada,Madurai,7.2,129.0,6.0,22.0,30,1.36,22.058823529411764,0.046511627906976744,1,True,False,False,False,False,False,True
Madurai,Tirupati,11.0,130.0,1.0,22.0,50,2.27,22.026431718061673,0.007692307692307693,1,False,False,False,False,False,True,False
Kurnool,Vijayawada,50.0,253.0,1.0,11.0,50,4.55,10.989010989010989,0.003952569169960474,0,False,True,False,False,False,False,False
Kurnool,Chennai,100.0,304.0,10.0,11.0,30,2.73,10.989010989010989,0.03289473684210526,0,False,False,False,False,False,False,True
Tirupati,Guntur,22.0,552.0,4.0,100.0,20,0.2,100.0,0.007246376811594203,1,True,False,False,False,True,False,False
Chennai,Coimbatore,7.2,62.0,18.0,11.0,75,6.82,10.997067448680351,0.2903225806451613,0,False,True,False,False,False,True,True
Tirupati,Vijayawada,11.0,458.0,19.0,100.0,20,0.2,100.0,0.04148471615720524,1,False,False,False,False,True,False,False
Guntur,Vellore,22.0,90.0,27.0,100.0,50,0.5,100.0,0.3,1,False,False,True,False,True,False,True
Chennai,Nellore,22.0,46.0,25.0,7.4,60,8.11,7.398273736128237,0.5434782608695652,0,True,False,False,True,False,True,False
Vijayawada,Guntur,22.0,112.0,49.0,50.0,75,1.5,50.0,0.4375,1,False,True,False,False,True,False,False
Tirupati,Salem,3.3,302.0,27.0,7.4,20,2.7,7.4074074074074066,0.08940397350993377,0,True,False,False,True,False,False,True
Madurai,Chennai,7.2,342.0,35.0,50.0,40,0.8,50.0,0.1023391812865497,1,True,False,False,False,True,True,True
Guntur,Vellore,100.0,355.0,16.0,3.3,75,22.73,3.2996040475142983,0.04507042253521127,0,False,False,True,True,False,False,True
Kurnool,Chennai,22.0,525.0,35.0,11.0,75,6.82,10.997067448680351,0.06666666666666667,0,False,True,False,False,False,False,True
Kurnool,Guntur,150.0,304.0,33.0,7.4,30,4.05,7.407407407407407,0.10855263157894737,0,False,True,False,True,False,False,False
Salem,Coimbatore,100.0,100.0,28.0,3.3,30,9.09,3.3003300330033003,0.28,0,True,False,False,True,False,True,True
Vijayawada,Kurnool,3.3,55.0,24.0,11.0,40,3.64,10.989010989010989,0.43636363636363634,0,False,True,False,False,False,False,False
Nellore,Salem,7.2,31.0,10.0,50.0,50,1.0,50.0,0.3225806451612903,1,False,True,False,False,True,False,True
Coimbatore,Vellore,150.0,508.0,35.0,7.4,50,6.76,7.396449704142012,0.0688976377952756,0,True,False,False,True,False,True,True
Kurnool,Chennai,11.0,292.0,1.0,3.3,75,22.73,3.2996040475142983,0.003424657534246575,0,False,False,True,True,False,False,True
Coimbatore,Tirupati,22.0,40.0,22.0,50.0,20,0.4,50.0,0.55,1,False,False,False,False,True,True,True
Kurnool,Chennai,50.0,406.0,17.0,22.0,60,2.73,21.978021978021978,0.04187192118226601,1,False,False,True,False,False,False,True
Chennai,Salem,22.0,207.0,25.0,3.3,75,22.73,3.2996040475142983,0.12077294685990338,0,False,True,False,True,False,True,True
Guntur,Chennai,100.0,514.0,46.0,3.3,50,15.15,3.3003300330033003,0.08949416342412451,0,False,False,False,True,False,False,True
Chennai,Tirupati,50.0,430.0,25.0,100.0,50,0.5,100.0,0.05813953488372093,1,False,True,False,False,True,True,False
Chennai,Coimbatore,7.2,434.0,8.0,7.4,20,2.7,7.4074074074074066,0.018433179723502304,0,False,True,False,True,False,True,True
Salem,Nellore,100.0,575.0,30.0,50.0,30,0.6,50.0,0.05217391304347826,1,False,False,True,False,True,True,False
Kurnool,Salem,3.3,235.0,13.0,3.3,40,12.12,3.3003300330033007,0.05531914893617021,0,True,False,False,True,False,False,True
Tirupati,Salem,22.0,356.0,47.0,100.0,50,0.5,100.0,0.13202247191011235,1,True,False,False,False,True,False,True
Nellore,Kurnool,22.0,474.0,38.0,3.3,30,9.09,3.3003300330033003,0.08016877637130802,0,True,False,False,True,False,False,False
Vellore,Vellore,22.0,380.0,38.0,100.0,50,0.5,100.0,0.1,1,False,False,True,False,True,True,True
Kurnool,Vijayawada,3.3,397.0,18.0,7.4,40,5.41,7.393715341959334,0.04534005037783375,0,True,False,False,True,False,False,False
Vijayawada,Vellore,11.0,129.0,45.0,7.4,75,10.14,7.396449704142012,0.3488372093023256,0,True,False,False,True,False,False,True
Vellore,Vellore,50.0,196.0,36.0,11.0,75,6.82,10.997067448680351,0.1836734693877551,0,False,True,False,False,False,True,True
Nellore,Madurai,7.2,339.0,27.0,3.3,20,6.06,3.3003300330033007,0.07964601769911504,0,True,False,False,True,False,False,True
Guntur,Chennai,22.0,17.0,20.0,22.0,60,2.73,21.978021978021978,1.1764705882352942,1,False,False,True,False,False,False,True
Vellore,Vijayawada,11.0,549.0,26.0,3.3,50,15.15,3.3003300330033003,0.04735883424408015,0,True,False,False,True,False,True,False
Vijayawada,Chennai,7.2,88.0,1.0,7.4,20,2.7,7.4074074074074066,0.011363636363636364,0,False,True,False,True,False,False,True
Salem,Guntur,7.2,269.0,8.0,7.4,50,6.76,7.396449704142012,0.02973977695167286,0,False,False,True,True,False,True,False
Salem,Salem,100.0,329.0,44.0,22.0,40,1.82,21.978021978021978,0.1337386018237082,1,False,False,True,False,False,True,True
Madurai,Tirupati,150.0,348.0,44.0,100.0,75,0.75,100.0,0.12643678160919541,1,False,False,True,False,True,True,False
Salem,Nellore,7.2,304.0,27.0,22.0,75,3.41,21.994134897360702,0.08881578947368421,1,True,False,False,False,False,True,False
Chennai,Vijayawada,150.0,304.0,40.0,11.0,75,6.82,10.997067448680351,0.13157894736842105,0,False,False,False,False,False,True,False
Coimbatore,Vellore,22.0,277.0,22.0,22.0,40,1.82,21.978021978021978,0.07942238267148015,1,False,False,True,False,False,True,True
Guntur,Tirupati,3.3,61.0,31.0,100.0,50,0.5,100.0,0.5081967213114754,1,False,False,False,False,True,False,False
Coimbatore,Salem,22.0,119.0,30.0,100.0,60,0.6,100.0,0.25210084033613445,1,True,False,False,False,True,False,True
Vijayawada,Tirupati,150.0,104.0,29.0,11.0,20,1.82,10.989010989010989,0.27884615384615385,0,False,True,False,False,False,False,False
Tirupati,Kurnool,150.0,259.0,26.0,7.4,40,5.41,7.393715341959334,0.10038610038610038,0,False,False,True,True,False,False,False
Nellore,Guntur,50.0,198.0,4.0,3.3,30,9.09,3.3003300330033003,0.020202020202020204,0,False,False,False,True,False,False,False
Coimbatore,Vellore,100.0,596.0,11.0,100.0,60,0.6,100.0,0.018456375838926176,1,False,False,False,False,True,True,True
Coimbatore,Madurai,22.0,389.0,4.0,7.4,50,6.76,7.396449704142012,0.010282776349614395,0,True,False,False,True,False,False,True
Vijayawada,Madurai,7.2,433.0,36.0,50.0,75,1.5,50.0,0.08314087759815242,1,False,False,False,False,True,False,True
Kurnool,Madurai,100.0,22.0,24.0,22.0,40,1.82,21.978021978021978,1.0909090909090908,1,True,False,False,False,False,False,True
Salem,Salem,150.0,368.0,42.0,3.3,60,18.18,3.3003300330033003,0.11413043478260869,0,False,False,False,True,False,True,True
Vijayawada,Guntur,7.2,400.0,35.0,3.3,50,15.15,3.3003300330033003,0.0875,0,False,False,False,True,False,False,False
Coimbatore,Chennai,7.2,428.0,20.0,100.0,50,0.5,100.0,0.04672897196261682,1,False,False,False,False,True,False,True
Vellore,Vijayawada,7.2,230.0,11.0,22.0,30,1.36,22.058823529411764,0.04782608695652174,1,False,True,False,False,False,True,False
Coimbatore,Coimbatore,50.0,403.0,38.0,3.3,60,18.18,3.3003300330033003,0.09429280397022333,0,False,True,False,True,False,False,True
Salem,Tirupati,50.0,436.0,12.0,22.0,30,1.36,22.058823529411764,0.027522935779816515,1,False,False,True,False,False,True,False
Vellore,Salem,150.0,434.0,21.0,100.0,75,0.75,100.0,0.04838709677419355,1,False,False,True,False,True,True,True
Madurai,Salem,3.3,382.0,34.0,50.0,60,1.2,50.0,0.08900523560209424,1,False,False,False,False,True,True,True
Vellore,Madurai,50.0,394.0,16.0,22.0,60,2.73,21.978021978021978,0.04060913705583756,1,True,False,False,False,False,True,True
Coimbatore,Guntur,11.0,291.0,12.0,100.0,60,0.6,100.0,0.041237113402061855,1,True,False,False,False,True,True,False
Nellore,Vellore,11.0,32.0,17.0,11.0,30,2.73,10.989010989010989,0.53125,0,False,False,False,False,False,False,True
Vijayawada,Nellore,3.3,283.0,21.0,100.0,60,0.6,100.0,0.07420494699646643,1,False,True,False,False,True,False,False
Chennai,Guntur,11.0,279.0,10.0,22.0,20,0.91,21.978021978021978,0.035842293906810034,1,False,False,False,False,False,True,False
Madurai,Coimbatore,3.3,255.0,14.0,100.0,20,0.2,100.0,0.054901960784313725,1,True,False,False,False,True,True,True
Coimbatore,Salem,150.0,369.0,6.0,22.0,60,2.73,21.978021978021978,0.016260162601626018,1,False,True,False,False,False,True,True
Chennai,Tirupati,100.0,304.0,33.0,7.4,30,4.05,7.407407407407407,0.10855263157894737,0,True,False,False,True,False,True,False
Vellore,Coimbatore,7.2,557.0,15.0,11.0,30,2.73,10.989010989010989,0.026929982046678635,0,True,False,False,False,False,True,True
Nellore,Guntur,100.0,333.0,15.0,3.3,20,6.06,3.3003300330033007,0.04504504504504504,0,False,True,False,True,False,False,False
Madurai,Nellore,22.0,207.0,2.0,7.4,20,2.7,7.4074074074074066,0.00966183574879227,0,False,False,True,True,False,True,False
Chennai,Salem,11.0,417.0,14.0,3.3,75,22.73,3.2996040475142983,0.03357314148681055,0,False,False,True,True,False,True,True
Kurnool,Nellore,11.0,104.0,28.0,22.0,40,1.82,21.978021978021978,0.2692307692307692,1,True,False,False,False,False,False,False
Chennai,Tirupati,150.0,31.0,25.0,50.0,20,0.4,50.0,0.8064516129032258,1,False,False,False,False,True,True,False
Salem,Kurnool,22.0,36.0,23.0,100.0,30,0.3,100.0,0.6388888888888888,1,True,False,False,False,True,True,False
Nellore,Madurai,22.0,104.0,2.0,7.4,30,4.05,7.407407407407407,0.019230769230769232,0,True,False,False,True,False,False,True
Coimbatore,Kurnool,150.0,540.0,25.0,11.0,20,1.82,10.989010989010989,0.046296296296296294,0,True,False,False,False,False,False,False
Chennai,Guntur,22.0,32.0,5.0,50.0,20,0.4,50.0,0.15625,1,False,False,False,False,True,True,False
Coimbatore,Salem,22.0,403.0,30.0,100.0,40,0.4,100.0,0.07444168734491315,1,False,False,True,False,True,True,True
Vellore,Vellore,3.3,155.0,35.0,11.0,75,6.82,10.997067448680351,0.22580645161290322,0,False,False,True,False,False,True,True
Nellore,Salem,7.2,134.0,44.0,11.0,20,1.82,10.989010989010989,0.3283582089552239,0,False,False,False,False,False,False,True
Coimbatore,Chennai,3.3,522.0,16.0,7.4,75,10.14,7.396449704142012,0.03065134099616858,0,True,False,False,True,False,True,True
Vellore,Coimbatore,22.0,73.0,12.0,3.3,50,15.15,3.3003300330033003,0.1643835616438356,0,False,False,False,True,False,True,True
Nellore,Vellore,22.0,482.0,6.0,11.0,40,3.64,10.989010989010989,0.012448132780082987,0,False,True,False,False,False,False,True
Vellore,Tirupati,100.0,173.0,3.0,50.0,60,1.2,50.0,0.017341040462427744,1,True,False,False,False,True,True,False
Nellore,Coimbatore,150.0,131.0,23.0,22.0,20,0.91,21.978021978021978,0.17557251908396945,1,False,True,False,False,False,False,True
Chennai,Tirupati,22.0,327.0,1.0,100.0,30,0.3,100.0,0.0030581039755351682,1,False,True,False,False,True,True,False
Nellore,Guntur,22.0,498.0,14.0,3.3,50,15.15,3.3003300330033003,0.028112449799196786,0,False,False,True,True,False,False,True
Madurai,Chennai,3.3,565.0,4.0,100.0,60,0.6,100.0,0.007079646017699115,1,False,False,False,False,True,True,True
Vijayawada,Tirupati,11.0,252.0,30.0,22.0,50,2.27,22.026431718061673,0.11904761904761904,1,False,False,False,False,False,False,False
Coimbatore,Chennai,3.3,181.0,31.0,100.0,20,0.2,100.0,0.1712707182320442,1,False,False,True,False,True,True,True
Tirupati,Vellore,100.0,240.0,2.0,50.0,60,1.2,50.0,0.008333333333333333,1,False,True,False,False,True,False,True
Salem,Chennai,50.0,550.0,42.0,100.0,75,0.75,100.0,0.07636363636363637,1,False,False,True,False,True,True,True
Vellore,Tirupati,50.0,304.0,28.0,100.0,20,0.2,100.0,0.09210526315789473,1,True,False,False,False,True,True,False
Madurai,Vellore,3.3,14.0,8.0,3.3,50,15.15,3.3003300330033003,0.5714285714285714,0,False,True,False,True,False,True,True
Chennai,Madurai,22.0,198.0,36.0,7.4,60,8.11,7.398273736128237,0.18181818181818182,0,False,False,True,True,False,True,True
Coimbatore,Guntur,100.0,499.0,25.0,11.0,30,2.73,10.989010989010989,0.050100200400801605,0,False,True,False,False,False,True,False
Coimbatore,Vellore,7.2,431.0,28.0,3.3,40,12.12,3.3003300330033007,0.06496519721577726,0,False,True,False,True,False,True,True
Kurnool,Salem,150.0,200.0,39.0,22.0,20,0.91,21.978021978021978,0.195,1,False,False,False,False,False,False,True
Kurnool,Vellore,22.0,339.0,28.0,3.3,40,12.12,3.3003300330033007,0.08259587020648967,0,True,False,False,True,False,False,True
Vellore,Tirupati,11.0,536.0,30.0,7.4,20,2.7,7.4074074074074066,0.055970149253731345,0,False,False,True,True,False,True,False
Vellore,Vellore,11.0,66.0,48.0,11.0,40,3.64,10.989010989010989,0.7272727272727273,0,True,False,False,False,False,True,True
Nellore,Chennai,7.2,275.0,24.0,22.0,75,3.41,21.994134897360702,0.08727272727272728,1,False,True,False,False,False,False,True
Kurnool,Madurai,7.2,388.0,49.0,11.0,40,3.64,10.989010989010989,0.12628865979381443,0,True,False,False,False,False,False,True
Chennai,Nellore,150.0,372.0,23.0,50.0,30,0.6,50.0,0.06182795698924731,1,False,False,False,False,True,True,False
Tirupati,Salem,3.3,597.0,3.0,7.4,20,2.7,7.4074074074074066,0.005025125628140704,0,True,False,False,True,False,False,True
Chennai,Coimbatore,50.0,303.0,28.0,100.0,30,0.3,100.0,0.0924092409240924,1,True,False,False,False,True,True,True
Vijayawada,Chennai,100.0,139.0,7.0,11.0,60,5.45,11.009174311926605,0.050359712230215826,0,False,True,False,False,False,False,True
Vijayawada,Nellore,22.0,190.0,11.0,11.0,50,4.55,10.989010989010989,0.05789473684210526,0,True,False,False,False,False,False,False
Madurai,Kurnool,7.2,331.0,44.0,100.0,60,0.6,100.0,0.13293051359516617,1,False,False,True,False,True,True,False
Coimbatore,Tirupati,50.0,304.0,33.0,11.0,20,1.82,10.989010989010989,0.10855263157894737,0,False,False,True,False,False,True,False
Coimbatore,Guntur,3.3,261.0,44.0,7.4,60,8.11,7.398273736128237,0.1685823754789272,0,False,False,True,True,False,True,False
Vijayawada,Chennai,150.0,575.0,26.0,11.0,40,3.64,10.989010989010989,0.04521739130434783,0,True,False,False,False,False,False,True
Kurnool,Madurai,100.0,497.0,25.0,50.0,20,0.4,50.0,0.05030181086519115,1,False,True,False,False,True,False,True
Kurnool,Tirupati,3.3,361.0,26.0,50.0,40,0.8,50.0,0.07202216066481995,1,False,True,False,False,True,False,False
Coimbatore,Nellore,3.3,71.0,17.0,11.0,30,2.73,10.989010989010989,0.23943661971830985,0,False,True,False,False,False,True,False
Coimbatore,Tirupati,100.0,320.0,39.0,100.0,30,0.3,100.0,0.121875,1,False,True,False,False,True,True,False
Coimbatore,Salem,100.0,68.0,26.0,7.4,75,10.14,7.396449704142012,0.38235294117647056,0,False,False,True,True,False,True,True
Chennai,Tirupati,3.3,177.0,2.0,3.3,60,18.18,3.3003300330033003,0.011299435028248588,0,True,False,False,True,False,True,False
Tirupati,Salem,11.0,578.0,36.0,3.3,60,18.18,3.3003300330033003,0.06228373702422145,0,False,False,True,True,False,False,True
Nellore,Kurnool,11.0,92.0,30.0,7.4,60,8.11,7.398273736128237,0.32608695652173914,0,True,False,False,True,False,False,False
Vijayawada,Vijayawada,7.2,288.0,49.0,50.0,20,0.4,50.0,0.1701388888888889,1,False,False,True,False,True,False,False
Madurai,Coimbatore,3.3,13.0,1.0,100.0,75,0.75,100.0,0.07692307692307693,1,True,False,False,False,True,True,True
Coimbatore,Madurai,3.3,37.0,16.0,7.4,40,5.41,7.393715341959334,0.43243243243243246,0,False,True,False,True,False,True,True
Salem,Kurnool,100.0,555.0,38.0,11.0,20,1.82,10.989010989010989,0.06846846846846846,0,False,False,True,False,False,True,False
Nellore,Chennai,22.0,56.0,38.0,7.4,40,5.41,7.393715341959334,0.6785714285714286,0,False,False,False,True,False,False,True
Vijayawada,Vijayawada,50.0,406.0,2.0,11.0,40,3.64,10.989010989010989,0.0049261083743842365,0,False,False,False,False,False,False,False
Chennai,Kurnool,3.3,35.0,35.0,7.4,60,8.11,7.398273736128237,1.0,0,False,False,True,True,False,True,False
Vellore,Guntur,150.0,91.0,14.0,11.0,60,5.45,11.009174311926605,0.15384615384615385,0,False,True,False,False,False,True,False
Salem,Vijayawada,100.0,100.0,9.0,50.0,75,1.5,50.0,0.09,1,False,False,True,False,True,True,False
Tirupati,Salem,11.0,119.0,27.0,100.0,30,0.3,100.0,0.226890756302521,1,False,False,False,False,True,False,True
Nellore,Chennai,3.3,202.0,6.0,100.0,40,0.4,100.0,0.0297029702970297,1,False,False,False,False,True,False,True
Guntur,Chennai,11.0,233.0,10.0,22.0,20,0.91,21.978021978021978,0.04291845493562232,1,False,False,True,False,False,False,True
Guntur,Tirupati,3.3,414.0,48.0,11.0,50,4.55,10.989010989010989,0.11594202898550725,0,False,False,True,False,False,False,False
Kurnool,Chennai,50.0,497.0,44.0,3.3,50,15.15,3.3003300330033003,0.08853118712273642,0,False,False,True,True,False,False,True
Vellore,Guntur,22.0,66.0,40.0,7.4,50,6.76,7.396449704142012,0.6060606060606061,0,False,False,False,True,False,True,False
Guntur,Madurai,3.3,119.0,8.0,50.0,60,1.2,50.0,0.06722689075630252,1,True,False,False,False,True,False,True
Kurnool,Salem,100.0,106.0,26.0,100.0,40,0.4,100.0,0.24528301886792453,1,False,False,False,False,True,False,True
Madurai,Tirupati,100.0,122.0,37.0,7.4,30,4.05,7.407407407407407,0.30327868852459017,0,False,False,True,True,False,True,False
Coimbatore,Tirupati,150.0,311.0,25.0,3.3,40,12.12,3.3003300330033007,0.08038585209003216,0,False,False,True,True,False,True,False
Salem,Kurnool,150.0,534.0,17.0,7.4,20,2.7,7.4074074074074066,0.031835205992509365,0,True,False,False,True,False,True,False
Kurnool,Nellore,22.0,134.0,9.0,3.3,20,6.06,3.3003300330033007,0.06716417910447761,0,True,False,False,True,False,False,False
Salem,Coimbatore,7.2,189.0,25.0,100.0,40,0.4,100.0,0.13227513227513227,1,False,False,True,False,True,True,True
Chennai,Nellore,11.0,549.0,26.0,100.0,75,0.75,100.0,0.04735883424408015,1,True,False,False,False,True,False,False
Coimbatore,Kurnool,11.0,261.0,23.0,7.4,40,5.41,7.393715341959334,0.08812260536398467,0,False,False,False,True,False,True,False
Vellore,Chennai,50.0,412.0,32.0,7.4,20,2.7,7.4074074074074066,0.07766990291262135,0,False,True,False,True,False,True,True
Kurnool,Salem,22.0,180.0,26.0,100.0,20,0.2,100.0,0.14444444444444443,1,False,False,False,False,True,False,True
Kurnool,Vellore,100.0,594.0,43.0,100.0,40,0.4,100.0,0.0723905723905724,1,True,False,False,False,True,False,True
Coimbatore,Coimbatore,3.3,86.0,17.0,7.4,40,5.41,7.393715341959334,0.19767441860465115,0,False,False,True,True,False,True,True
Coimbatore,Vellore,7.2,304.0,49.0,22.0,20,0.91,21.978021978021978,0.1611842105263158,1,False,False,False,False,False,True,True
Madurai,Nellore,7.2,70.0,19.0,3.3,50,15.15,3.3003300330033003,0.2714285714285714,0,False,True,False,True,False,True,False
Vellore,Nellore,22.0,217.0,24.0,3.3,75,22.73,3.2996040475142983,0.11059907834101383,0,False,False,True,True,False,True,False
Tirupati,Guntur,100.0,29.0,29.0,50.0,30,0.6,50.0,1.0,1,False,True,False,False,True,False,False
Kurnool,Guntur,3.3,260.0,20.0,3.3,50,15.15,3.3003300330033003,0.07692307692307693,0,False,True,False,True,False,False,False
Madurai,Kurnool,22.0,212.0,23.0,22.0,40,1.82,21.978021978021978,0.10849056603773585,1,False,True,False,False,False,True,False
Chennai,Tirupati,22.0,433.0,48.0,3.3,75,22.73,3.2996040475142983,0.11085450346420324,0,True,False,False,True,False,True,False
Madurai,Coimbatore,11.0,304.0,44.0,22.0,20,0.91,21.978021978021978,0.14473684210526316,1,True,False,False,False,False,True,True
Coimbatore,Chennai,3.3,439.0,31.0,100.0,30,0.3,100.0,0.07061503416856492,1,False,True,False,False,True,True,True
Vellore,Vijayawada,150.0,409.0,14.0,11.0,20,1.82,10.989010989010989,0.034229828850855744,0,False,False,False,False,False,True,False
Tirupati,Vellore,100.0,267.0,39.0,3.3,60,18.18,3.3003300330033003,0.14606741573033707,0,True,False,False,True,False,False,True
